name;id;sp_attack;sp_defense;speed;ability
Swanna17;10708;87;63;98;Keen Eye
Vanillite17;10709;65;60;44;Ice Body
Vanillish17;10710;80;75;59;Ice Body
Vanilluxe17;10711;110;95;79;Ice Body
Deerling17;10712;40;50;75;Chlorophyll
Sawsbuck17;10713;60;70;95;Chlorophyll
Emolga17;10714;75;60;103;Static
Karrablast17;10715;40;45;60;Swarm
Escavalier17;10716;60;105;20;Swarm
Foongus17;10717;55;55;15;Effect Spore
Amoonguss17;10718;85;80;30;Effect Spore
Frillish17;10719;65;85;40;Water Absorb
Jellicent17;10720;85;105;60;Water Absorb
Alomomola17;10721;40;45;65;Healer
Joltik17;10722;57;50;65;Compoundeyes
Galvantula17;10723;97;60;108;Compoundeyes
Ferroseed17;10724;24;86;10;Iron Barbs
Ferrothorn17;10725;54;116;20;Iron Barbs
Klink17;10726;45;60;30;Plus
Klang17;10727;70;85;50;Plus
Klinklang17;10728;70;85;90;Plus
Tynamo17;10729;45;40;60;Levitate
Eelektrik17;10730;75;70;40;Levitate
Eelektross17;10731;105;80;50;Levitate
Elgyem17;10732;85;55;30;Telepathy
Beheeyem17;10733;125;95;40;Telepathy
Litwick17;10734;65;55;20;Flash Fire
Lampent17;10735;95;60;55;Flash Fire
Chandelure17;10736;145;90;80;Flash Fire
Axew17;10737;30;40;57;Rivalry
Fraxure17;10738;40;50;67;Rivalry
Haxorus17;10739;60;70;97;Rivalry
Cubchoo17;10740;60;40;40;Snow Cloak
Beartic17;10741;70;80;50;Snow Cloak
Cryogonal17;10742;95;135;105;Levitate
Shelmet17;10743;40;65;25;Hydration
Accelgor17;10744;100;60;145;Hydration
Stunfisk17;10745;81;99;32;Static
Mienfoo17;10746;55;50;65;Inner Focus
Mienshao17;10747;95;60;105;Inner Focus
Druddigon17;10748;60;90;48;Rough Skin
Golett17;10749;35;50;35;Iron Fist
Golurk17;10750;55;80;55;Iron Fist
Pawniard17;10751;40;40;60;Defiant
Bisharp17;10752;60;70;70;Defiant
Bouffalant17;10753;40;95;55;Reckless
Rufflet17;10754;37;50;60;Keen Eye
Braviary17;10755;57;75;80;Keen Eye
Vullaby17;10756;45;65;60;Big Pecks
Mandibuzz17;10757;55;95;80;Big Pecks
Heatmor17;10758;105;66;65;Gluttony
Durant17;10759;48;48;109;Swarm
Deino17;10760;45;50;38;Hustle
Zweilous17;10761;65;70;58;Hustle
Bulbasaur18;10762;65;65;45;Overgrow
Ivysaur18;10763;80;80;60;Overgrow
Venusaur18;10764;122;120;80;Overgrow
Charmander18;10765;60;50;65;Blaze
Charmeleon18;10766;80;65;80;Blaze
Charizard18;10767;159;115;100;Blaze
Squirtle18;10768;50;64;43;Torrent
Wartortle18;10769;65;80;58;Torrent
Blastoise18;10770;135;115;78;Torrent
Caterpie18;10771;20;20;45;Shield Dust
Metapod18;10772;25;25;30;Shed Skin
Butterfree18;10773;90;80;70;Compoundeyes
Weedle18;10774;20;20;50;Shield Dust
Kakuna18;10775;25;25;35;Shed Skin
Beedrill18;10776;15;80;145;Swarm
Pidgey18;10777;35;35;56;Keen Eye
Pidgeotto18;10778;50;50;71;Keen Eye
Pidgeot18;10779;135;80;121;Keen Eye
Rattata18;10780;25;35;72;Run Away
Raticate18;10781;40;80;77;Run Away
Spearow18;10782;31;31;70;Keen Eye
Fearow18;10783;61;61;100;Keen Eye
Ekans18;10784;40;54;55;Intimidate
Arbok18;10785;65;79;80;Intimidate
Pikachu18;10786;50;50;90;Static
Raichu18;10787;95;85;110;Static
Sandshrew18;10788;10;35;40;Sand Veil
Sandslash18;10789;25;65;65;Sand Veil
Nidoran-h18;10790;40;40;41;Poison Point
Nidorina18;10791;55;55;56;Poison Point
Nidoqueen18;10792;75;85;76;Poison Point
Nidoran-m18;10793;40;40;50;Poison Point
Nidorino18;10794;55;55;65;Poison Point
Nidoking18;10795;85;75;85;Poison Point
Clefairy18;10796;60;65;35;Cute Charm
Clefable18;10797;95;90;60;Cute Charm
Vulpix18;10798;50;65;65;Flash Fire
Ninetales18;10799;81;100;109;Flash Fire
Jigglypuff18;10800;45;25;20;Cute Charm
Wigglytuff18;10801;85;50;45;Cute Charm
Zubat18;10802;30;40;55;Inner Focus
Golbat18;10803;65;75;90;Inner Focus
Oddish18;10804;75;65;30;Chlorophyll
Gloom18;10805;85;75;40;Chlorophyll
Vileplume18;10806;110;90;50;Chlorophyll
Paras18;10807;45;55;25;Effect Spore
Parasect18;10808;60;80;30;Effect Spore
Venonat18;10809;40;55;45;Compoundeyes
Venomoth18;10810;90;75;90;Shield Dust
Diglett18;10811;35;45;90;Sand Veil
Dugtrio18;10812;50;70;110;Sand Veil
Meowth18;10813;50;40;90;Pickup
Persian18;10814;75;65;115;Limber
Psyduck18;10815;65;50;55;Damp
Golduck18;10816;95;80;85;Damp
Mankey18;10817;35;45;70;Vital Spirit
Primeape18;10818;60;70;95;Vital Spirit
Growlithe18;10819;70;50;60;Intimidate
Arcanine18;10820;100;80;95;Intimidate
Poliwag18;10821;40;40;90;Water Absorb
Poliwhirl18;10822;50;50;90;Water Absorb
Poliwrath18;10823;70;90;70;Water Absorb
Abra18;10824;105;55;90;Synchronize
Kadabra18;10825;120;70;105;Synchronize
Alakazam18;10826;175;105;150;Synchronize
Machop18;10827;35;35;35;Guts
Machoke18;10828;50;60;45;Guts
Machamp18;10829;65;85;55;Guts
Bellsprout18;10830;70;30;40;Chlorophyll
Weepinbell18;10831;85;45;55;Chlorophyll
Victreebel18;10832;100;70;70;Chlorophyll
Tentacool18;10833;50;100;70;Clear Body
Tentacruel18;10834;80;120;100;Clear Body
Geodude18;10835;30;30;20;Rock Head
Graveler18;10836;45;45;35;Rock Head
Golem18;10837;55;65;45;Rock Head
Ponyta18;10838;65;65;90;Run Away
Rapidash18;10839;80;80;105;Run Away
Slowpoke18;10840;40;40;15;Oblivious
Slowbro18;10841;130;80;30;Oblivious
Magnemite18;10842;95;55;45;Magnet Pull
Magneton18;10843;120;70;70;Magnet Pull
Farfetch'd18;10844;58;62;60;Keen Eye
Doduo18;10845;35;35;75;Run Away
Dodrio18;10846;60;60;110;Run Away
Seel18;10847;45;70;45;Thick Fat
Dewgong18;10848;70;95;70;Thick Fat
Grimer18;10849;40;50;25;Stench
Muk18;10850;65;100;50;Stench
Shellder18;10851;45;25;40;Shell Armor
Cloyster18;10852;85;45;70;Shell Armor
Gastly18;10853;100;35;80;Levitate
Haunter18;10854;115;55;95;Levitate
Gengar18;10855;170;95;130;Cursed Body
Onix18;10856;30;45;70;Rock Head
Drowzee18;10857;43;90;42;Insomnia
Hypno18;10858;73;115;67;Insomnia
Krabby18;10859;25;25;50;Hyper Cutter
Kingler18;10860;50;50;75;Hyper Cutter
Voltorb18;10861;55;55;100;Soundproof
Electrode18;10862;80;80;150;Soundproof
Exeggcute18;10863;60;45;40;Chlorophyll
Exeggutor18;10864;125;75;45;Chlorophyll
Cubone18;10865;40;50;35;Rock Head
Marowak18;10866;50;80;45;Rock Head
Hitmonlee18;10867;35;110;87;Limber
Hitmonchan18;10868;35;110;76;Keen Eye
Lickitung18;10869;60;75;30;Own Tempo
Koffing18;10870;60;45;35;Levitate
Weezing18;10871;85;70;60;Levitate
Rhyhorn18;10872;30;30;25;Lightningrod
Rhydon18;10873;45;45;40;Lightningrod
Chansey18;10874;35;105;50;Natural Cure
Tangela18;10875;100;40;60;Chlorophyll
Kangaskhan18;10876;60;100;100;Early Bird
Horsea18;10877;70;25;60;Swift Swim
Seadra18;10878;95;45;85;Poison Point
Goldeen18;10879;35;50;63;Swift Swim
Seaking18;10880;65;80;68;Swift Swim
Staryu18;10881;70;55;85;Illuminate
Starmie18;10882;100;85;115;Illuminate
Mr. Mime18;10883;100;120;90;Soundproof
Scyther18;10884;55;80;105;Swarm
Jynx18;10885;115;95;95;Oblivious
Electabuzz18;10886;95;85;105;Static
Magmar18;10887;100;85;93;Flame Body
Pinsir18;10888;65;90;105;Hyper Cutter
Tauros18;10889;40;70;110;Intimidate
Magikarp18;10890;15;20;80;Swift Swim
Gyarados18;10891;70;130;81;Intimidate
Lapras18;10892;85;95;60;Water Absorb
Ditto18;10893;48;48;48;Limber
Eevee18;10894;45;65;55;Run Away
Vaporeon18;10895;110;95;65;Water Absorb
Jolteon18;10896;110;95;130;Volt Absorb
Flareon18;10897;95;110;65;Flash Fire
Porygon18;10898;85;75;40;Trace
Omanyte18;10899;90;55;35;Swift Swim
Omastar18;10900;115;70;55;Swift Swim
Kabuto18;10901;55;45;55;Swift Swim
Kabutops18;10902;65;70;80;Swift Swim
Aerodactyl18;10903;70;95;150;Rock Head
Snorlax18;10904;65;110;30;Immunity
Articuno18;10905;95;125;85;Pressure
Zapdos18;10906;125;90;100;Pressure
Moltres18;10907;125;85;90;Pressure
Dratini18;10908;50;50;50;Shed Skin
Dragonair18;10909;70;70;70;Shed Skin
Dragonite18;10910;100;100;80;Inner Focus
Mewtwo18;10911;194;120;140;Pressure
Mew18;10912;100;100;100;Synchronize
Chikorita18;10913;49;65;45;Overgrow
Bayleef18;10914;63;80;60;Overgrow
Meganium18;10915;83;100;80;Overgrow
Cyndaquil18;10916;60;50;65;Blaze
Quilava18;10917;80;65;80;Blaze
Typhlosion18;10918;109;85;100;Blaze
Totodile18;10919;44;48;43;Torrent
Croconaw18;10920;59;63;58;Torrent
Feraligatr18;10921;79;83;78;Torrent
Sentret18;10922;35;45;20;Run Away
Furret18;10923;45;55;90;Run Away
Hoothoot18;10924;36;56;50;Insomnia
Noctowl18;10925;86;96;70;Insomnia
Ledyba18;10926;40;80;55;Swarm
Ledian18;10927;55;110;85;Swarm
Spinarak18;10928;40;40;30;Swarm
Ariados18;10929;60;70;40;Swarm
Crobat18;10930;70;80;130;Inner Focus
Chinchou18;10931;56;56;67;Volt Absorb
Lanturn18;10932;76;76;67;Volt Absorb
Pichu18;10933;35;35;60;Static
Cleffa18;10934;45;55;15;Cute Charm
Igglybuff18;10935;40;20;15;Cute Charm
Togepi18;10936;40;65;20;Hustle
Togetic18;10937;80;105;40;Hustle
Natu18;10938;70;45;70;Synchronize
Xatu18;10939;95;70;95;Synchronize
Mareep18;10940;65;45;35;Static
Flaaffy18;10941;80;60;45;Static
Ampharos18;10942;165;110;45;Static
Bellossom18;10943;90;100;50;Chlorophyll
Marill18;10944;20;50;40;Thick Fat
Azumarill18;10945;60;80;50;Thick Fat
Sudowoodo18;10946;30;65;30;Sturdy
Politoed18;10947;90;100;70;Water Absorb
Hoppip18;10948;35;55;50;Chlorophyll
Skiploom18;10949;45;65;80;Chlorophyll
Jumpluff18;10950;55;95;110;Chlorophyll
Aipom18;10951;40;55;85;Run Away
Sunkern18;10952;30;30;30;Chlorophyll
Sunflora18;10953;105;85;30;Chlorophyll
Yanma18;10954;75;45;95;Speed Boost
Wooper18;10955;25;25;15;Damp
Quagsire18;10956;65;65;35;Damp
Espeon18;10957;130;95;110;Synchronize
Umbreon18;10958;60;130;65;Synchronize
Murkrow18;10959;85;42;91;Insomnia
Slowking18;10960;100;110;30;Oblivious
Misdreavus18;10961;85;85;85;Levitate
Unown18;10962;72;48;48;Levitate
Wobbuffet18;10963;33;58;33;Shadow Tag
Girafarig18;10964;90;65;85;Inner Focus
Pineco18;10965;35;35;15;Sturdy
Forretress18;10966;60;60;40;Sturdy
Dunsparce18;10967;65;65;45;Serene Grace
Gligar18;10968;35;65;85;Hyper Cutter
Steelix18;10969;55;95;30;Rock Head
Snubbull18;10970;40;40;30;Intimidate
Granbull18;10971;60;60;45;Intimidate
Qwilfish18;10972;55;55;85;Poison Point
Scizor18;10973;65;100;75;Swarm
Shuckle18;10974;10;230;5;Sturdy
Heracross18;10975;40;105;75;Swarm
Sneasel18;10976;35;75;115;Inner Focus
Teddiursa18;10977;50;50;40;Pickup
Ursaring18;10978;75;75;55;Guts
Slugma18;10979;70;40;20;Magma Armor
Magcargo18;10980;90;80;30;Magma Armor
Swinub18;10981;30;30;50;Oblivious
Piloswine18;10982;60;60;50;Oblivious
Corsola18;10983;65;95;35;Hustle
Remoraid18;10984;65;35;65;Hustle
Octillery18;10985;105;75;45;Suction Cups
Delibird18;10986;65;45;75;Vital Spirit
Mantine18;10987;80;140;70;Swift Swim
Skarmory18;10988;40;70;70;Keen Eye
Houndour18;10989;80;50;65;Early Bird
Houndoom18;10990;140;90;115;Early Bird
Kingdra18;10991;95;95;85;Swift Swim
Phanpy18;10992;40;40;40;Pickup
Donphan18;10993;60;60;50;Sturdy
Stantler18;10994;85;65;85;Intimidate
Smeargle18;10995;20;45;75;Own Tempo
Tyrogue18;10996;35;35;35;Guts
Hitmontop18;10997;35;110;70;Intimidate
Smoochum18;10998;85;65;65;Oblivious
Elekid18;10999;65;55;95;Static
Magby18;11000;70;55;83;Flame Body
Miltank18;11001;40;70;100;Thick Fat
Blissey18;11002;75;135;55;Natural Cure
Raikou18;11003;115;100;115;Pressure
Entei18;11004;90;75;100;Pressure
Suicune18;11005;90;115;85;Pressure
Larvitar18;11006;45;50;41;Guts
Pupitar18;11007;65;70;51;Shed Skin
Tyranitar18;11008;95;120;71;Sand Stream
Lugia18;11009;90;154;110;Pressure
Ho-Oh18;11010;110;154;90;Pressure
Celebi18;11011;100;100;100;Natural Cure
Treecko18;11012;65;55;70;Overgrow
Grovyle18;11013;85;65;95;Overgrow
Sceptile18;11014;145;85;145;Overgrow
Torchic18;11015;70;50;45;Blaze
Combusken18;11016;85;60;55;Blaze
Blaziken18;11017;130;80;100;Blaze
Mudkip18;11018;50;50;40;Torrent
Marshtomp18;11019;60;70;50;Torrent
Swampert18;11020;95;110;70;Torrent
Poochyena18;11021;30;30;35;Run Away
Mightyena18;11022;60;60;70;Intimidate
Zigzagoon18;11023;30;41;60;Pickup
Linoone18;11024;50;61;100;Pickup
Wurmple18;11025;20;30;20;Shield Dust
Silcoon18;11026;25;25;15;Shed Skin
Beautifly18;11027;100;50;65;Swarm
Cascoon18;11028;25;25;15;Shed Skin
Dustox18;11029;50;90;65;Shield Dust
Lotad18;11030;40;50;30;Swift Swim
Lombre18;11031;60;70;50;Swift Swim
Ludicolo18;11032;90;100;70;Swift Swim
Seedot18;11033;30;30;30;Chlorophyll
Nuzleaf18;11034;60;40;60;Chlorophyll
Shiftry18;11035;90;60;80;Chlorophyll
Taillow18;11036;30;30;85;Guts
Swellow18;11037;75;50;125;Guts
Wingull18;11038;55;30;85;Keen Eye
Pelipper18;11039;95;70;65;Keen Eye
Ralts18;11040;45;35;40;Synchronize
Kirlia18;11041;65;55;50;Synchronize
Gardevoir18;11042;165;135;100;Synchronize
Surskit18;11043;50;52;65;Swift Swim
Masquerain18;11044;100;82;80;Intimidate
Shroomish18;11045;40;60;35;Effect Spore
Breloom18;11046;60;60;70;Effect Spore
Slakoth18;11047;35;35;30;Truant
Vigoroth18;11048;55;55;90;Vital Spirit
Slaking18;11049;95;65;100;Truant
Nincada18;11050;30;30;40;Compoundeyes
Ninjask18;11051;50;50;160;Speed Boost
Shedinja18;11052;30;30;40;Wonder Guard
Whismur18;11053;51;23;28;Soundproof
Loudred18;11054;71;43;48;Soundproof
Exploud18;11055;91;73;68;Soundproof
Makuhita18;11056;20;30;25;Thick Fat
Hariyama18;11057;40;60;50;Thick Fat
Azurill18;11058;20;40;20;Thick Fat
Nosepass18;11059;45;90;30;Sturdy
Skitty18;11060;35;35;50;Cute Charm
Delcatty18;11061;55;55;90;Cute Charm
Sableye18;11062;85;115;20;Keen Eye
Mawile18;11063;55;95;50;Hyper Cutter
Aron18;11064;40;40;30;Sturdy
Lairon18;11065;50;50;40;Sturdy
Aggron18;11066;60;80;50;Sturdy
Meditite18;11067;40;55;60;Pure Power
Medicham18;11068;80;85;100;Pure Power
Electrike18;11069;65;40;65;Static
Manectric18;11070;135;80;135;Static
Plusle18;11071;85;75;95;Plus
Minun18;11072;75;85;95;Minus
Volbeat18;11073;47;85;85;Illuminate
Illumise18;11074;73;85;85;Oblivious
Roselia18;11075;100;80;65;Natural Cure
Gulpin18;11076;43;53;40;Liquid Ooze
Swalot18;11077;73;83;55;Liquid Ooze
Carvanha18;11078;65;20;65;Rough Skin
Sharpedo18;11079;110;65;105;Rough Skin
Wailmer18;11080;70;35;60;Water Veil
Wailord18;11081;90;45;60;Water Veil
Numel18;11082;65;45;35;Oblivious
Camerupt18;11083;145;105;20;Magma Armor
Torkoal18;11084;85;70;20;White Smoke
Spoink18;11085;70;80;60;Thick Fat
Grumpig18;11086;90;110;80;Thick Fat
Spinda18;11087;60;60;60;Own Tempo
Trapinch18;11088;45;45;10;Hyper Cutter
Vibrava18;11089;50;50;70;Levitate
Flygon18;11090;80;80;100;Levitate
Cacnea18;11091;85;40;35;Sand Veil
Cacturne18;11092;115;60;55;Sand Veil
Swablu18;11093;40;75;50;Natural Cure
Altaria18;11094;110;105;80;Natural Cure
Zangoose18;11095;60;60;90;Immunity
Seviper18;11096;100;60;65;Shed Skin
Lunatone18;11097;95;85;70;Levitate
Solrock18;11098;55;65;70;Levitate
Barboach18;11099;46;41;60;Oblivious
Whiscash18;11100;76;71;60;Oblivious
Corphish18;11101;50;35;35;Hyper Cutter
Crawdaunt18;11102;90;55;55;Hyper Cutter
Baltoy18;11103;40;70;55;Levitate
Claydol18;11104;70;120;75;Levitate
Lileep18;11105;61;87;23;Suction Cups
Cradily18;11106;81;107;43;Suction Cups
Anorith18;11107;40;50;75;Battle Armor
Armaldo18;11108;70;80;45;Battle Armor
Feebas18;11109;10;55;80;Swift Swim
Milotic18;11110;100;125;81;Marvel Scale
Castform18;11111;70;70;70;Forecast
Kecleon18;11112;60;120;40;Color Change
Shuppet18;11113;63;33;45;Insomnia
Banette18;11114;93;83;75;Insomnia
Duskull18;11115;30;90;25;Levitate
Dusclops18;11116;60;130;25;Pressure
Tropius18;11117;72;87;51;Chlorophyll
Chimecho18;11118;95;90;65;Levitate
Absol18;11119;115;60;115;Pressure
Wynaut18;11120;23;48;23;Shadow Tag
Snorunt18;11121;50;50;50;Inner Focus
Glalie18;11122;120;80;100;Inner Focus
Spheal18;11123;55;50;25;Thick Fat
Sealeo18;11124;75;70;45;Thick Fat
Walrein18;11125;95;90;65;Thick Fat
Clamperl18;11126;74;55;32;Shell Armor
Huntail18;11127;94;75;52;Swift Swim
Gorebyss18;11128;114;75;52;Swift Swim
Relicanth18;11129;45;65;55;Swift Swim
Luvdisc18;11130;40;65;97;Swift Swim
Bagon18;11131;40;30;50;Rock Head
Shelgon18;11132;60;50;50;Rock Head
Salamence18;11133;120;90;120;Intimidate
Beldum18;11134;35;60;30;Clear Body
Metang18;11135;55;80;50;Clear Body
Metagross18;11136;105;110;110;Clear Body
Regirock18;11137;50;100;50;Clear Body
Regice18;11138;100;200;50;Clear Body
Registeel18;11139;75;150;50;Clear Body
Latias18;11140;140;150;110;Levitate
Latios18;11141;160;120;110;Levitate
Kyogre18;11142;180;160;90;Drizzle
Groudon18;11143;150;90;90;Drought
Rayquaza18;11144;180;100;115;Air Lock
Jirachi18;11145;100;100;100;Serene Grace
Deoxys18;11146;95;90;180;Pressure
Turtwig18;11147;45;55;31;Overgrow
Grotle18;11148;55;65;36;Overgrow
Torterra18;11149;75;85;56;Overgrow
Chimchar18;11150;58;44;61;Blaze
Monferno18;11151;78;52;81;Blaze
Infernape18;11152;104;71;108;Blaze
Piplup18;11153;61;56;40;Torrent
Prinplup18;11154;81;76;50;Torrent
Empoleon18;11155;111;101;60;Torrent
Starly18;11156;30;30;60;Keen Eye
Staravia18;11157;40;40;80;Intimidate
Staraptor18;11158;50;60;100;Intimidate
Bidoof18;11159;35;40;31;Simple
Bibarel18;11160;55;60;71;Simple
Kricketot18;11161;25;41;25;Shed Skin
Kricketune18;11162;55;51;65;Swarm
Shinx18;11163;40;34;45;Rivalry
Luxio18;11164;60;49;60;Rivalry
Luxray18;11165;95;79;70;Rivalry
Budew18;11166;50;70;55;Natural Cure
Roserade18;11167;125;105;90;Natural Cure
Cranidos18;11168;30;30;58;Mold Breaker
Rampardos18;11169;65;50;58;Mold Breaker
Shieldon18;11170;42;88;30;Sturdy
Bastiodon18;11171;47;138;30;Sturdy
Burmy18;11172;29;45;36;Shed Skin
Wormadam18;11173;69;95;36;Anticipation
Mothim18;11174;94;50;66;Swarm
Combee18;11175;30;42;70;Honey Gather
Vespiquen18;11176;80;102;40;Pressure
Pachirisu18;11177;45;90;95;Run Away
Buizel18;11178;60;30;85;Swift Swim
Floatzel18;11179;85;50;115;Swift Swim
Cherubi18;11180;62;53;35;Chlorophyll
Cherrim18;11181;87;78;85;Flower Gift
Shellos18;11182;57;62;34;Sticky Hold
Gastrodon18;11183;92;82;39;Sticky Hold
Ambipom18;11184;60;66;115;Technician
Drifloon18;11185;60;44;70;Aftermath
Drifblim18;11186;90;54;80;Aftermath
Buneary18;11187;44;56;85;Run Away
Lopunny18;11188;54;96;135;Cute Charm
Mismagius18;11189;105;105;105;Levitate
Honchkrow18;11190;105;52;71;Insomnia
Glameow18;11191;42;37;85;Limber
Purugly18;11192;64;59;112;Thick Fat
Chingling18;11193;65;50;45;Levitate
Stunky18;11194;41;41;74;Stench
Skuntank18;11195;71;61;84;Stench
Bronzor18;11196;24;86;23;Levitate
Bronzong18;11197;79;116;33;Levitate
Bonsly18;11198;10;45;10;Sturdy
Mime Jr.18;11199;70;90;60;Soundproof
Happiny18;11200;15;65;30;Natural Cure
Chatot18;11201;92;42;91;Keen Eye
Spiritomb18;11202;92;108;35;Pressure
Gible18;11203;40;45;42;Sand Veil
Gabite18;11204;50;55;82;Sand Veil
Garchomp18;11205;120;95;92;Sand Veil
Munchlax18;11206;40;85;5;Pickup
Riolu18;11207;35;40;60;Steadfast
Lucario18;11208;140;70;112;Steadfast
Hippopotas18;11209;38;42;32;Sand Stream
Hippowdon18;11210;68;72;47;Sand Stream
Skorupi18;11211;30;55;65;Battle Armor
Drapion18;11212;60;75;95;Battle Armor
Croagunk18;11213;61;40;50;Anticipation
Toxicroak18;11214;86;65;85;Anticipation
Carnivine18;11215;90;72;46;Levitate
Finneon18;11216;49;61;66;Swift Swim
Lumineon18;11217;69;86;91;Swift Swim
Mantyke18;11218;60;120;50;Swift Swim
Snover18;11219;62;60;40;Snow Warning
Abomasnow18;11220;132;105;30;Snow Warning
Weavile18;11221;45;85;125;Pressure
Magnezone18;11222;130;90;60;Magnet Pull
Lickilicky18;11223;80;95;50;Own Tempo
Rhyperior18;11224;55;55;40;Lightningrod
Tangrowth18;11225;110;50;50;Chlorophyll
Electivire18;11226;95;85;95;Motor Drive
Magmortar18;11227;125;95;83;Flame Body
Togekiss18;11228;120;115;80;Hustle
Yanmega18;11229;116;56;95;Speed Boost
Leafeon18;11230;60;65;95;Leaf Guard
Glaceon18;11231;130;95;65;Snow Cloak
Gliscor18;11232;45;75;95;Hyper Cutter
Mamoswine18;11233;70;60;80;Oblivious
Porygon-Z18;11234;135;75;90;Adaptability
Gallade18;11235;65;115;110;Steadfast
Probopass18;11236;75;150;40;Sturdy
Dusknoir18;11237;65;135;45;Pressure
Froslass18;11238;80;70;110;Snow Cloak
Rotom18;11239;105;107;86;Levitate
Uxie18;11240;75;130;95;Levitate
Mesprit18;11241;105;105;80;Levitate
Azelf18;11242;125;70;115;Levitate
Dialga18;11243;150;100;90;Pressure
Palkia18;11244;150;120;100;Pressure
Heatran18;11245;130;106;77;Flash Fire
Regigigas18;11246;80;110;100;Slow Start
Giratina18;11247;120;100;90;Pressure
Cresselia18;11248;75;130;85;Levitate
Phione18;11249;80;80;80;Hydration
Manaphy18;11250;100;100;100;Hydration
Darkrai18;11251;135;90;125;Bad Dreams
Shaymin18;11252;120;75;127;Natural Cure
Arceus18;11253;120;120;120;Multitype
Victini18;11254;100;100;100;Victory Star
Snivy18;11255;45;55;63;Overgrow
Servine18;11256;60;75;83;Overgrow
Serperior18;11257;75;95;113;Overgrow
Tepig18;11258;45;45;45;Blaze
Pignite18;11259;70;55;55;Blaze
Emboar18;11260;100;65;65;Blaze
Oshawott18;11261;63;45;45;Torrent
Dewott18;11262;83;60;60;Torrent
Samurott18;11263;108;70;70;Torrent
Patrat18;11264;35;39;42;Run Away
Watchog18;11265;60;69;77;Illuminate
Lillipup18;11266;25;45;55;Vital Spirit
Herdier18;11267;35;65;60;Intimidate
Stoutland18;11268;45;90;80;Intimidate
Purrloin18;11269;50;37;66;Limber
Liepard18;11270;88;50;106;Limber
Pansage18;11271;53;48;64;Gluttony
Simisage18;11272;98;63;101;Gluttony
Pansear18;11273;53;48;64;Gluttony
Simisear18;11274;98;63;101;Gluttony
Panpour18;11275;53;48;64;Gluttony
Simipour18;11276;98;63;101;Gluttony
Munna18;11277;67;55;24;Forewarn
Musharna18;11278;107;95;29;Forewarn
Pidove18;11279;36;30;43;Big Pecks
Tranquill18;11280;50;42;65;Big Pecks
Unfezant18;11281;65;55;93;Big Pecks
Blitzle18;11282;50;32;76;Lightningrod
Zebstrika18;11283;80;63;116;Lightningrod
Roggenrola18;11284;25;25;15;Sturdy
Boldore18;11285;50;40;20;Sturdy
Gigalith18;11286;60;80;25;Sturdy
Woobat18;11287;55;43;72;Unaware
Swoobat18;11288;77;55;114;Unaware
Drilbur18;11289;30;45;68;Sand Rush
Excadrill18;11290;50;65;88;Sand Rush
Audino18;11291;80;126;50;Healer
Timburr18;11292;25;35;35;Guts
Gurdurr18;11293;40;50;40;Guts
Conkeldurr18;11294;55;65;45;Guts
Tympole18;11295;50;40;64;Swift Swim
Palpitoad18;11296;65;55;69;Swift Swim
Seismitoad18;11297;85;75;74;Swift Swim
Throh18;11298;30;85;45;Guts
Sawk18;11299;30;75;85;Sturdy
Sewaddle18;11300;40;60;42;Swarm
Swadloon18;11301;50;80;42;Leaf Guard
Leavanny18;11302;70;80;92;Swarm
Venipede18;11303;30;39;57;Poison Point
Whirlipede18;11304;40;79;47;Poison Point
Scolipede18;11305;55;69;112;Poison Point
Cottonee18;11306;37;50;66;Prankster
Whimsicott18;11307;77;75;116;Prankster
Petilil18;11308;70;50;30;Chlorophyll
Lilligant18;11309;110;75;90;Chlorophyll
Basculin18;11310;80;55;98;Reckless
Sandile18;11311;35;35;65;Intimidate
Krokorok18;11312;45;45;74;Intimidate
Krookodile18;11313;65;70;92;Intimidate
Darumaka18;11314;15;45;50;Hustle
Darmanitan18;11315;140;105;55;Sheer Force
Maractus18;11316;106;67;60;Water Absorb
Dwebble18;11317;35;35;55;Sturdy
Crustle18;11318;65;75;45;Sturdy
Scraggy18;11319;35;70;48;Shed Skin
Scrafty18;11320;45;115;58;Shed Skin
Sigilyph18;11321;103;80;97;Wonder Skin 
Yamask18;11322;55;65;30;Mummy
Cofagrigus18;11323;95;105;30;Mummy
Tirtouga18;11324;53;45;22;Solid Rock
Carracosta18;11325;83;65;32;Solid Rock
Archen18;11326;74;45;70;Defeatist
Archeops18;11327;112;65;110;Defeatist
Trubbish18;11328;40;62;65;Stench
Garbodor18;11329;60;82;75;Stench
Zorua18;11330;80;40;65;Illusion
Zoroark18;11331;120;60;105;Illusion
Minccino18;11332;40;40;75;Cute Charm
Cinccino18;11333;65;60;115;Cute Charm
Gothita18;11334;55;65;45;Frisk
Gothorita18;11335;75;85;55;Frisk
Gothitelle18;11336;95;110;65;Frisk
Solosis18;11337;105;50;20;Overcoat
Duosion18;11338;125;60;30;Overcoat
Reuniclus18;11339;125;85;30;Overcoat
Ducklett18;11340;44;50;55;Keen Eye
Swanna18;11341;87;63;98;Keen Eye
Vanillite18;11342;65;60;44;Ice Body
Vanillish18;11343;80;75;59;Ice Body
Vanilluxe18;11344;110;95;79;Ice Body
Deerling18;11345;40;50;75;Chlorophyll
Sawsbuck18;11346;60;70;95;Chlorophyll
Emolga18;11347;75;60;103;Static
Karrablast18;11348;40;45;60;Swarm
